Unnamed: 0,qasrl_id,sentence,tokens,Unnamed: 0.1,len
1753.0,MultiNews_test24~!~test24_parsed~!~38,"Gold hunters in the area tell the Chico Enterprise-Record the floods have ""rearranged the rivers"" and ""move things around.""","Gold hunters in the area tell the Chico Enterprise - Record the floods have "" rearranged the rivers "" and "" move things around . """,,
1754.0,val2197~!~0.txt~!~2497,A model has strutted down the runway at the Sports Illustrated swimsuit show while breastfeeding her five-month-old daughter.,A model has strutted down the runway at the Sports Illustrated swimsuit show while breastfeeding her five - month - old daughter .,,
1755.0,val1230~!~0.txt~!~27362,"A six-year police veteran and member of the youth violence task force, Moynihan was shot below the right eye.","A six - year police veteran and member of the youth violence task force , Moynihan was shot below the right eye .",,
1756.0,MultiNews_test8~!~1_parsed.txt~!~9,"PARIS (AP) - The Pompidou Centre in Paris hopes to display a long-vanished Picasso painting in May, now that it has been recovered by U.S. customs authorities.","PARIS ( AP ) - The Pompidou Centre in Paris hopes to display a long - vanished Picasso painting in May , now that it has been recovered by U.S. customs authorities .",,
1757.0,MultiNews_val10~!~2_parsed.txt~!~149,"In response to the video, United released a statement to KPRC saying it is ""disturbed by the completely unacceptable behavior shown in a video of a customer and a former United employee.""","In response to the video , United released a statement to KPRC saying it is "" disturbed by the completely unacceptable behavior shown in a video of a customer and a former United employee . """,,
1758.0,val4908~!~1.txt~!~25257,"Show me one person who isn't down to take West Virginia University's wine tasting class called ""Vines to Wines"" and I'll show you a liar.","Show me one person who is n't down to take West Virginia University 's wine tasting class called "" Vines to Wines "" and I 'll show you a liar .",,
1759.0,MultiNews_test8~!~3_parsed.txt~!~98,"The 1911 painting, ""La Coiffeuse,"" which translates to ""The Hairdresser,"" was unearthed in December in a FedEx shipment from Belgium to Newark.","The 1911 painting , "" La Coiffeuse , "" which translates to "" The Hairdresser , "" was unearthed in December in a FedEx shipment from Belgium to Newark .",,
1760.0,val4908~!~1.txt~!~37543,"Of course, you could also try at the University of California, Berkeley, which requires that students watch NC-17 flicks like ""Showgirls.""","Of course , you could also try at the University of California , Berkeley , which requires that students watch NC-17 flicks like "" Showgirls . """,,
1761.0,MultiNews_val10~!~val10_parsed~!~69,"According to the lawsuit Tigner filed June 7, he returned to the ticketing area.","According to the lawsuit Tigner filed June 7 , he returned to the ticketing area .",,
1762.0,MultiNews_val2~!~val2_parsed~!~142,"The agency is still working to process more than 58,000 claims, reports the Star Tribune.","The agency is still working to process more than 58,000 claims , reports the Star Tribune .",,
1763.0,MultiNews_val2~!~val2_parsed~!~83,"The issue, which is the result of new legislation being introduced before the VA's outdated computer system could handle it, has contributed to a backlog of claims that has forced some veterans facing financial hardship to abandon their studies, the Tennessean reports.","The issue , which is the result of new legislation being introduced before the VA 's outdated computer system could handle it , has contributed to a backlog of claims that has forced some veterans facing financial hardship to abandon their studies , the Tennessean reports .",,
1764.0,MultiNews_val1~!~1_parsed.txt~!~2,"Whether a sign of a good read; or a comment on the 'pulp' nature of some genres of fiction, the Oxfam second-hand book charts have remained in The Da Vinci Code author's favour for the past four years.","Whether a sign of a good read ; or a comment on the ' pulp ' nature of some genres of fiction , the Oxfam second - hand book charts have remained in The Da Vinci Code author 's favour for the past four years .",,
1765.0,val3638~!~val3638.txt~!~34851,"""There was no effort to detain anyone, but police did have further questions this a.m.,"" a US Olympic Committee spokesman tells CNN, following a visit by Brazilian police to Olympic Village.",""" There was no effort to detain anyone , but police did have further questions this a.m. , "" a US Olympic Committee spokesman tells CNN , following a visit by Brazilian police to Olympic Village .",,
1766.0,MultiNews_test8~!~3_parsed.txt~!~156,"They declared the painting, then valued more than $2.5 million, stolen.","They declared the painting , then valued more than $ 2.5 million , stolen .",,
1767.0,MultiNews_val2~!~2_parsed.txt~!~47,Instead he reiterated that the agency would delay paying housing allowances in accordance with the new Forever GI Bill until the spring term of 2020 and instead pay housing allowances based on Department of Defense's older Basic Housing Allowance rates.,Instead he reiterated that the agency would delay paying housing allowances in accordance with the new Forever GI Bill until the spring term of 2020 and instead pay housing allowances based on Department of Defense 's older Basic Housing Allowance rates .,,
1768.0,MultiNews_test8~!~2_parsed.txt~!~100,"Federal prosecutors in Brooklyn filed papers Thursday to forfeit the century-old cubist painting, which was swiped from a museum storeroom in 2001.","Federal prosecutors in Brooklyn filed papers Thursday to forfeit the century - old cubist painting , which was swiped from a museum storeroom in 2001 .",,
1769.0,val4345~!~val4345.txt~!~41162,"She wore a floor-sweeping Ralph Lauren trenchcoat gown that ""took up a lot of real estate on the carpet, which is actually blue this year,"" the AP notes.","She wore a floor - sweeping Ralph Lauren trenchcoat gown that "" took up a lot of real estate on the carpet , which is actually blue this year , "" the AP notes .",,
1770.0,val3638~!~0.txt~!~3963,RIO DE JANEIRO (AP) - A Brazilian judge has ordered that the passports of American swimmers Ryan Lochte and James Feigen be seized as authorities investigate their claim they were robbed at gunpoint during the Rio de Janeiro Olympic Games.,RIO DE JANEIRO ( AP ) - A Brazilian judge has ordered that the passports of American swimmers Ryan Lochte and James Feigen be seized as authorities investigate their claim they were robbed at gunpoint during the Rio de Janeiro Olympic Games .,,
1771.0,MultiNews_test8~!~2_parsed.txt~!~114,It was shipped by Federal Express from Belgium in December and seized at the Port of Newark.,It was shipped by Federal Express from Belgium in December and seized at the Port of Newark .,,
1772.0,MultiNews_val10~!~1_parsed.txt~!~20,"The suit does not state what provoked the employee to allegedly injure Tigner, and only contends that nothing Tigner did caused or contributed to the incident.","The suit does not state what provoked the employee to allegedly injure Tigner , and only contends that nothing Tigner did caused or contributed to the incident .",,
1773.0,MultiNews_val10~!~2_parsed.txt~!~23,"Surveillance video shows the United employee checking his watch, turning toward Tigner and pushing him to the floor.","Surveillance video shows the United employee checking his watch , turning toward Tigner and pushing him to the floor .",,
1774.0,MultiNews_val10~!~3_parsed.txt~!~103,"United released the following statement: ""We have seen the video from 2015 that shows completely unacceptable behavior by a United employee.","United released the following statement : "" We have seen the video from 2015 that shows completely unacceptable behavior by a United employee .",,
1775.0,val1230~!~1.txt~!~9628,"The Hyde Park man accused of shooting a Boston police officer in the face at point-blank range had a ""violent criminal past,"" authorities said Saturday, and court records showed he had recently completed probation for opening fire at officers during a 2001 struggle.","The Hyde Park man accused of shooting a Boston police officer in the face at point - blank range had a "" violent criminal past , "" authorities said Saturday , and court records showed he had recently completed probation for opening fire at officers during a 2001 struggle .",,
1776.0,MultiNews_test24~!~2_parsed.txt~!~94,"Thomas said one hot spot this year will be below the Oroville Dam, because the huge water releases from the spillway could reveal some new pockets of gold.","Thomas said one hot spot this year will be below the Oroville Dam , because the huge water releases from the spillway could reveal some new pockets of gold .",,
1777.0,val4345~!~val4345.txt~!~26923,"In what was seen as an homage to Kawakubo, she wore a frothy pink Giambattista Valli ensemble and had a bob cut that Vogue notes had an ""unmistakable likeness to the trademark haircut of the night's honorary designer.""","In what was seen as an homage to Kawakubo , she wore a frothy pink Giambattista Valli ensemble and had a bob cut that Vogue notes had an "" unmistakable likeness to the trademark haircut of the night 's honorary designer . """,,
1778.0,MultiNews_test24~!~3_parsed.txt~!~74,"When dry times arrive, more streambed will be exposed, he said.","When dry times arrive , more streambed will be exposed , he said .",,
1779.0,val818~!~1.txt~!~29741,Four fatalities and nine critical injuries were reported after a Ride the Ducks duck boat collided with a charter bus on Aurora Bridge in central Seattle.,Four fatalities and nine critical injuries were reported after a Ride the Ducks duck boat collided with a charter bus on Aurora Bridge in central Seattle .,,
1780.0,MultiNews_test8~!~test8_parsed~!~99,She filed a civil complaint yesterday that will have the painting returned to France.,She filed a civil complaint yesterday that will have the painting returned to France .,,
1781.0,MultiNews_test8~!~test8_parsed~!~42,"Court documents don't specify whether the sender or would-be recipient have been identified, NBC News reports, but ""a lost treasure has been found,"" US attorney Loretta Lynch said in a statement.","Court documents do n't specify whether the sender or would - be recipient have been identified , NBC News reports , but "" a lost treasure has been found , "" US attorney Loretta Lynch said in a statement .",,
1782.0,MultiNews_test8~!~test8_parsed~!~154,"French museum officials traveled to New York last month and confirmed the find is indeed the missing Picasso work, which the Centre Georges Pompidou realized was missing from its storerooms in 2001 following a loan request; it was then valued at more than $2.5 million.","French museum officials traveled to New York last month and confirmed the find is indeed the missing Picasso work , which the Centre Georges Pompidou realized was missing from its storerooms in 2001 following a loan request ; it was then valued at more than $ 2.5 million .",,
1783.0,MultiNews_test24~!~test24_parsed~!~144,"According to CBS San Francisco, the floods also swept gold out of abandoned mines and washed it downriver.","According to CBS San Francisco , the floods also swept gold out of abandoned mines and washed it downriver .",,
1784.0,MultiNews_val2~!~4_parsed.txt~!~86,"The delay caused a backlog of claims, meaning thousands of students had to wait for their benefits just as they were headed back to school for the fall semester.","The delay caused a backlog of claims , meaning thousands of students had to wait for their benefits just as they were headed back to school for the fall semester .",,
1785.0,val1230~!~val1230.txt~!~40228,"""You just clearly see the driver come out ... and his hand's going up as he comes out,"" says Evans of the ""unprovoked"" shooting.",""" You just clearly see the driver come out ... and his hand 's going up as he comes out , "" says Evans of the "" unprovoked "" shooting .",,
1786.0,val818~!~0.txt~!~28145,"Four people died in the crash, all international students at North Seattle College out for a day of sightseeing and orientation on the tour bus before the start of classes on Monday.","Four people died in the crash , all international students at North Seattle College out for a day of sightseeing and orientation on the tour bus before the start of classes on Monday .",,
1787.0,val1230~!~0.txt~!~13294,"At 6:40 p.m. Friday, Moynihan and other officers pulled over a car in an area where gunshots had been reported earlier, Evans said.","At 6:40 p.m. Friday , Moynihan and other officers pulled over a car in an area where gunshots had been reported earlier , Evans said .",,
1788.0,MultiNews_test8~!~2_parsed.txt~!~43,Court papers did not indicate whether the sender or intended recipient have been identified.,Court papers did not indicate whether the sender or intended recipient have been identified .,,
1789.0,MultiNews_val10~!~2_parsed.txt~!~139,"The employee is no longer with the company, according to the statement.","The employee is no longer with the company , according to the statement .",,
1790.0,val4829~!~1.txt~!~31480,The manhunt for a killer targeting homeless men as they slept led to the arrest Thursday of a person believed to be behind the brutal attacks that left two dead and two in critical condition.,The manhunt for a killer targeting homeless men as they slept led to the arrest Thursday of a person believed to be behind the brutal attacks that left two dead and two in critical condition .,,
1791.0,MultiNews_val1~!~val1_parsed~!~147,"1 slot on the list of writers whose books were most often donated to Oxfam's 700 shops, reported the Guardian at the time.","1 slot on the list of writers whose books were most often donated to Oxfam 's 700 shops , reported the Guardian at the time .",,
1792.0,MultiNews_val1~!~1_parsed.txt~!~1,"Dan Brown has topped Oxfam's 'most donated' list again, his fourth consecutive year.","Dan Brown has topped Oxfam 's ' most donated ' list again , his fourth consecutive year .",,
1793.0,MultiNews_val10~!~3_parsed.txt~!~21,"""Mr. Anastasia, what would possess you to throw a 71-year-old man to the floor?""",""" Mr. Anastasia , what would possess you to throw a 71-year - old man to the floor ? """,,
1794.0,val3638~!~1.txt~!~41146,"American swimmers Gunnar Bentz and Jack Conger were ordered not to leave Brazil until they give a statement to police about a reported incident in which they and two other US swimmers say they were robbed, an attorney for Bentz and Conger said.","American swimmers Gunnar Bentz and Jack Conger were ordered not to leave Brazil until they give a statement to police about a reported incident in which they and two other US swimmers say they were robbed , an attorney for Bentz and Conger said .",,
1795.0,val818~!~1.txt~!~26465,"A Seattle Police investigator walks off of a charter passenger bus at left that was involved in a fatal crash with the Ride the Ducks tourist vehicle at right, Thursday, Sept. 24, 2015, in Seattle.","A Seattle Police investigator walks off of a charter passenger bus at left that was involved in a fatal crash with the Ride the Ducks tourist vehicle at right , Thursday , Sept. 24 , 2015 , in Seattle .",,
1796.0,MultiNews_val10~!~val10_parsed~!~137,He no longer works for United.,He no longer works for United .,,
1797.0,val1230~!~0.txt~!~40193,His girlfriend and family have been at his bedside.,His girlfriend and family have been at his bedside .,,
1798.0,MultiNews_val2~!~1_parsed.txt~!~143,"This week, the agency was still working to process more than 58,000 student aid claims.","This week , the agency was still working to process more than 58,000 student aid claims .",,
1799.0,MultiNews_val2~!~val2_parsed~!~46,A major snafu has hit benefit payments to student veterans under the GI Bill-and congressional aides tells NBC that they have been told the veterans are never going to be paid back.,A major snafu has hit benefit payments to student veterans under the GI Bill - and congressional aides tells NBC that they have been told the veterans are never going to be paid back .,,
1800.0,MultiNews_val2~!~2_parsed.txt~!~55,"But VA officials told congressional staffers in a telephone call on Wednesday morning that once the system is made right next year, they will not make retroactive payments to those who were underpaid because of the housing miscalculations.","But VA officials told congressional staffers in a telephone call on Wednesday morning that once the system is made right next year , they will not make retroactive payments to those who were underpaid because of the housing miscalculations .",,
1801.0,val1230~!~val1230.txt~!~17835,"Now he's fighting for his own after being shot ""point-blank right in the face,"" says Boston Police Commissioner William Evans.","Now he 's fighting for his own after being shot "" point - blank right in the face , "" says Boston Police Commissioner William Evans .",,
1802.0,MultiNews_val10~!~3_parsed.txt~!~22,"That's when Anastasia says, 'I'll kick your (expletives)' and shoves Tigner to the ground.""","That 's when Anastasia says , ' I 'll kick your ( expletives ) ' and shoves Tigner to the ground . """,,
1803.0,val3717~!~0.txt~!~17034,A judge has thrown out three murder charges against a Philadelphia abortion provider involving babies allegedly born alive.,A judge has thrown out three murder charges against a Philadelphia abortion provider involving babies allegedly born alive .,,
1804.0,MultiNews_val2~!~1_parsed.txt~!~107,"Given that the VA has said the tech problems will continue until the end of 2019, this protection is a sensible step.","Given that the VA has said the tech problems will continue until the end of 2019 , this protection is a sensible step .",,
1805.0,MultiNews_test24~!~test24_parsed~!~10,This winter's flooding in Northern California has done more than bring relief after years of drought; it's created the prospect of the best gold prospecting in 20 years.,This winter 's flooding in Northern California has done more than bring relief after years of drought ; it 's created the prospect of the best gold prospecting in 20 years .,,
1806.0,MultiNews_val2~!~2_parsed.txt~!~110,"Because of those issues, the VA had announced earlier on Wednesday that it would delay the Forever GI Bill housing allowance changes until December 2019 - and again promised that retroactive payments would be made to those who did not receive a correct amount.","Because of those issues , the VA had announced earlier on Wednesday that it would delay the Forever GI Bill housing allowance changes until December 2019 - and again promised that retroactive payments would be made to those who did not receive a correct amount .",,
1807.0,val1230~!~0.txt~!~30297,"Moynihan is a decorated Army Ranger with stints in Iraq from 2005 to 2008, according to the police department.","Moynihan is a decorated Army Ranger with stints in Iraq from 2005 to 2008 , according to the police department .",,
1808.0,MultiNews_test24~!~1_parsed.txt~!~11,Hide Transcript Show Transcript Expert: Summer gold rush could be the best in 20 years | Share Copy Link Copy A geologist and gold mining expert said this year's summer gold rush is expected to be the best in two decades.,Hide Transcript Show Transcript Expert : Summer gold rush could be the best in 20 years | Share Copy Link Copy A geologist and gold mining expert said this year 's summer gold rush is expected to be the best in two decades .,,
1809.0,TAC2008~!~D0822-B~!~AFP_ENG_20050610.0658~!~22,"Terje Roed-Larsen, the UN secretary general's envoy for Lebanon, is to meet Syria's President Bashir Al-Assad in Damascus on Sunday to discuss the Syrian withdrawal and the UN resolution.","Terje Roed-Larsen, the UN secretary general's envoy for Lebanon, is to meet Syria's President Bashir Al-Assad in Damascus on Sunday to discuss the Syrian withdrawal and the UN resolution.",0.0,
1810.0,DUC2006~!~D0630c~!~APW19990714.0182~!~177,"Some of the independent sellers make their livelihood on that special niche market.""","Some of the independent sellers make their livelihood on that special niche market.""",1.0,
1811.0,TAC2011~!~D1103-B-ACEG~!~19,"On 6 November prosecutors sought jail terms exceeding 38,000 years for each of 7 leading suspects.  ","On 6 November prosecutors sought jail terms exceeding 38,000 years for each of 7 leading suspects.",2.0,
1812.0,TAC2008~!~D0838-B-AEFG~!~27,"Under a Pentagon directive, bans on cell phone use while driving are becoming common on military bases.","Under a Pentagon directive, bans on cell phone use while driving are becoming common on military bases.",3.0,
1813.0,DUC2005~!~d426a2~!~LA123089-0060~!~1259,"The McDonnell Douglas MD-80 aircraft was grounded temporarily Thursday evening and searched by police and by bomb-sniffing dogs, but nothing was found, authorities said.","The McDonnell Douglas MD-80 aircraft was grounded temporarily Thursday evening and searched by police and by bomb-sniffing dogs, but nothing was found, authorities said.",4.0,
1814.0,TAC2008~!~D0832-A-BCEF~!~17~!~SCU,Wade purchased Cunningham's home in San Diego for inflated price,Wade purchased Cunningham's home in San Diego for inflated price,5.0,
1815.0,DUC2005~!~102.D324.M.250.E.1~!~57,Britain resumed trade with Argentina in 1985.,Britain resumed trade with Argentina in 1985.,6.0,
1816.0,DUC2005~!~104.D366.M.250.I.6~!~113,Cyanide is used in pesticides and PCP.,Cyanide is used in pesticides and PCP.,7.0,
1817.0,DUC2005~!~111.D422.M.250.C.10~!~41,A Belgian policeman posing as an art dealer arrested three Swedes trying to sell a stolen Picasso painting.,A Belgian policeman posing as an art dealer arrested three Swedes trying to sell a stolen Picasso painting.,8.0,
1818.0,DUC2007~!~D0711~!~XIE20000425.0351~!~477,Local press reports said that attorneys for the Justice Department and the 19 states that successfully sued Microsoft for antitrust violations are considering ways to break up the company as a method to curb anticompetitive practices.,Local press reports said that attorneys for the Justice Department and the 19 states that successfully sued Microsoft for antitrust violations are considering ways to break up the company as a method to curb anticompetitive practices.,9.0,
1819.0,DUC2005~!~111.D422.M.250.C.10~!~52,Stealing art works has become the second biggest international criminal activity after narcotics.,Stealing art works has become the second biggest international criminal activity after narcotics.,10.0,
1820.0,TAC2008~!~D0838-B-AEFG~!~8,A National Highway Traffic Safety Administration survey prompted the Department of Defense to restrict driver cell-phone use on military facilities.,A National Highway Traffic Safety Administration survey prompted the Department of Defense to restrict driver cell-phone use on military facilities.,11.0,
1821.0,DUC2006~!~D0640~!~24,Russia turned down a French offer of help and Germany's offer of medical specialists.,Russia turned down a French offer of help and Germany's offer of medical specialists.,12.0,
1822.0,TAC2011~!~D1122-A-CDEF~!~121~!~SCU,Bridge was undergoing repairs,Bridge was undergoing repairs,13.0,
1823.0,TAC2008~!~D0824-A~!~APW_ENG_20041019.0402~!~71,"Analyzing cells from milk ducts doesn't reliably detect breast cancer, U.S. researchers reported Tuesday _ dashing hopes that the experimental technique could diagnose high-risk women sooner.","Analyzing cells from milk ducts doesn't reliably detect breast cancer, U.S. researchers reported Tuesday _ dashing hopes that the experimental technique could diagnose high-risk women sooner.",14.0,
1824.0,TAC2011~!~D1141-A-DFGH~!~15,China has planted billions of trees to help stop erosion.  ,China has planted billions of trees to help stop erosion.,15.0,
1825.0,DUC2005~!~d426a~!~LA030390-0076~!~354,"Customs does use beagles in its agriculture inspection program, and smaller dogs are utilized to search for drugs in confined places like airplanes and boats.","Customs does use beagles in its agriculture inspection program, and smaller dogs are utilized to search for drugs in confined places like airplanes and boats.",16.0,
1826.0,DUC2006~!~D0629~!~53,"The next major virus to strike was Melissa, affecting more than 100,000 computers worldwide.","The next major virus to strike was Melissa, affecting more than 100,000 computers worldwide.",17.0,
1827.0,DUC2007~!~D0720-ABCE~!~8,"The first Israeli withdrawal from the West Bank was delayed after a series of suicide bombing attacks, and again pending the Israeli elections.","The first Israeli withdrawal from the West Bank was delayed after a series of suicide bombing attacks, and again pending the Israeli elections.",18.0,
1828.0,DUC2007~!~D0721-BCEG~!~26,"Over 450 bills on issues important to gays and lesbians were introduced in legislatures across the country in 1999, prompted in part by the murder of Matthew Shepard.","Over 450 bills on issues important to gays and lesbians were introduced in legislatures across the country in 1999, prompted in part by the murder of Matthew Shepard.",19.0,
1829.0,21_10ecbplus~!~6~!~80,The driver fled the accident scene but was apprehended by police officers .,The driver fled the accident scene but was apprehended by police officers .,20.0,
1830.0,12_7ecb~!~0~!~415,The Indian navy said it has captured 23 Somali and Yemeni pirates who attacked a merchant vessel in the Gulf of Aden on Saturday .,The Indian navy said it has captured 23 Somali and Yemeni pirates who attacked a merchant vessel in the Gulf of Aden on Saturday .,21.0,
1831.0,18_7ecb~!~0~!~619,"A just- fired employee of a Canadian health products company crashed the office Christmas party in Vancouver , killing the chief executive officer , police said .","A just- fired employee of a Canadian health products company crashed the office Christmas party in Vancouver , killing the chief executive officer , police said .",22.0,
1832.0,35_11ecbplus~!~2~!~243,"Jamal Williams , the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday , February 1 , 2009 .","Jamal Williams , the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday , February 1 , 2009 .",23.0,
1833.0,35_1ecbplus~!~4~!~117,"Williams was pulled over for speeding early Sunday on a freeway outside downtown , the California Highway Patrol said .","Williams was pulled over for speeding early Sunday on a freeway outside downtown , the California Highway Patrol said .",24.0,
1834.0,21_14ecbplus~!~3~!~261,"A Schenectady man has been charged in a fatal hit - and - run crash that killed a woman in Queens Friday night , New York Police said .","A Schenectady man has been charged in a fatal hit - and - run crash that killed a woman in Queens Friday night , New York Police said .",25.0,
1835.0,23_10ecbplus~!~1~!~199,"The day before Buckley's death another climber , 36 - year - old Duncan Rait , died after slipping and falling about 200 feet from a ridge in the same national park .","The day before Buckley's death another climber , 36 - year - old Duncan Rait , died after slipping and falling about 200 feet from a ridge in the same national park .",26.0,
1836.0,5_5ecbplus~!~2~!~414,Up the coast . . . the Philly Sixers canned Jim O'Brien [ who had been under fire all season ] and quickly hired Mo Cheeks .,Up the coast . . . the Philly Sixers canned Jim O'Brien [ who had been under fire all season ] and quickly hired Mo Cheeks .,27.0,
1837.0,34_2ecbplus~!~3~!~218,"The President announced his nominee for the U . S . Surgeon General , Dr . Regina Benjamin , today at the White House .","The President announced his nominee for the U . S . Surgeon General , Dr . Regina Benjamin , today at the White House .",28.0,
1838.0,18_1ecbplus~!~3~!~581,"A Michigan man shot to death one person and injured two others Monday at the suburban Detroit accounting firm from which he was fired last week , police said .","A Michigan man shot to death one person and injured two others Monday at the suburban Detroit accounting firm from which he was fired last week , police said .",29.0,
1839.0,val332~!~0.txt~!~9513,"The attacks were driven by anger at the actions of extremist Christian preacher Terry Jones who supervised the burning of the Koran in front of about 50 people at a church in Florida on March 20, according to his website.","The attacks were driven by anger at the actions of extremist Christian preacher Terry Jones who supervised the burning of the Koran in front of about 50 people at a church in Florida on March 20, according to his website.",30.0,
1840.0,MultiNews_train5~!~1_parsed.txt~!~80,"The 52-year-old alleged victim attended the motel room after posting an advertisement online requesting assistance with a medical issue, police claim.","The 52-year-old alleged victim attended the motel room after posting an advertisement online requesting assistance with a medical issue, police claim.",31.0,
1841.0,val2755~!~0.txt~!~2334,Franks says he is resigning Jan. 31 amid a House Ethics Committee investigation of possible sexual harassment.,Franks says he is resigning Jan. 31 amid a House Ethics Committee investigation of possible sexual harassment.,32.0,
1842.0,val2755~!~val2755.txt~!~2333,"Franks announced his resignation Thursday ahead of a House Ethics Committee investigation into allegations of sexual harassment, admitting to speaking to two female staffers about surrogacy.","Franks announced his resignation Thursday ahead of a House Ethics Committee investigation into allegations of sexual harassment, admitting to speaking to two female staffers about surrogacy.",33.0,
1843.0,MultiNews_train5~!~1_parsed.txt~!~34,Advertisement Police allege Matthews met a 52-year-old man and surgically removed his left testicle.,Advertisement Police allege Matthews met a 52-year-old man and surgically removed his left testicle.,34.0,
1844.0,val4399~!~1.txt~!~36484,Police say the injection was given in a basement apartment of a private residence in Queens.,Police say the injection was given in a basement apartment of a private residence in Queens.,35.0,
1845.0,MultiNews_train5~!~1_parsed.txt~!~32,A man accused of removing another man's testicle during a meeting in a Port Macquarie motel room has pleaded guilty to a string of charges.,A man accused of removing another man's testicle during a meeting in a Port Macquarie motel room has pleaded guilty to a string of charges.,36.0,
1846.0,val1651~!~val1651.txt~!~11486,"""Maternal instinct"" and a ""solutions-oriented"" personality are what a 46-year-old Pennsylvania mom says helped her survive a treacherous trek over more than 25 miles of the Grand Canyon to find help for her stranded family, after their car got stuck in a blizzard, Karen Klein tells NBC News.","""Maternal instinct"" and a ""solutions-oriented"" personality are what a 46-year-old Pennsylvania mom says helped her survive a treacherous trek over more than 25 miles of the Grand Canyon to find help for her stranded family, after their car got stuck in a blizzard, Karen Klein tells NBC News.",37.0,
1847.0,MultiNews_train5~!~train5_parsed~!~30,"A week after Matthews allegedly removed the man's testicle, infection set in.","A week after Matthews allegedly removed the man's testicle, infection set in.",38.0,
,TAC2011~!~D1138-B-ABGH~!~7,US passed Organ Donor Leave act giving federal workers more time off if they donate organs.,US passed Organ Donor Leave act giving federal workers more time off if they donate organs.,,16.0
,TAC2011~!~D1134-A-ADFH~!~11~!~SCU,Researchers halted unsuccessful test of anti-AIDS vaginal gel,Researchers halted unsuccessful test of anti-AIDS vaginal gel,,9.0
,DUC2007-update~!~D0727G-A~!~APW19990925.0044~!~26,"Callista Bisek, a staff member of the House Agriculture Committee, is scheduled to give a videotaped deposition Wednesday in the Gingriches' divorce case.","Callista Bisek, a staff member of the House Agriculture Committee, is scheduled to give a videotaped deposition Wednesday in the Gingriches' divorce case.",,23.0
,TAC2011~!~D1102-B-AEFG~!~6,The United Arab Emirates has established a Emergency Response Team to deal with cyber security.  ,The United Arab Emirates has established a Emergency Response Team to deal with cyber security.,,15.0
,TAC2011~!~D1112-A-ACGH~!~26~!~SCU, Alvarez was sentenced to life in prison without parole,Alvarez was sentenced to life in prison without parole,,9.0
,DUC2007~!~D0707~!~XIE20000621.0179~!~210,"Turkish Daily News reported on Wednesday that Ankara was ""not satisfied with"" the EU decision made Tuesday at the EU summit in Portugal to exclude non-EU members from the so-called European Security and Defense Identity (ESDI).","Turkish Daily News reported on Wednesday that Ankara was ""not satisfied with"" the EU decision made Tuesday at the EU summit in Portugal to exclude non-EU members from the so-called European Security and Defense Identity (ESDI).",,38.0
,TAC2011~!~D1107-B-BCEF~!~25,China claims media-hype has been unfair.  ,China claims media-hype has been unfair.,,7.0
,DUC2007~!~D0714~!~NYT20000522.0432~!~430,"Napster's loyal fans say the program helps promote new music and new artists, but the recording industry and two artists, Metallica and Dr. Dre, sued Napster, claiming the program is nothing but a tool for music piracy.","Napster's loyal fans say the program helps promote new music and new artists, but the recording industry and two artists, Metallica and Dr. Dre, sued Napster, claiming the program is nothing but a tool for music piracy.",,37.0
,TAC2011~!~D1138-B-ABGH~!~16,Some employees get extra leave for organ donations.,Some employees get extra leave for organ donations.,,8.0
,TAC2011~!~D1139-B-CDFG~!~13,The vessel and its crew continue to be held through Thursday.    ,The vessel and its crew continue to be held through Thursday.,,11.0
,TAC2008~!~D0816-B-ACEH~!~50~!~SCU,NK in six-party talks,NK in six-party talks,,5.0
,TAC2011~!~D1101-A-ABCD~!~4,"At about 1045, on October 02, 2006, the gunman, Charles Carl Roberts IV, age 32, entered the Georgetown Amish School in Nickel Mines, Pennsylvania, a tiny village about 55 miles west of Philadelphia.","At about 1045, on October 02, 2006, the gunman, Charles Carl Roberts IV, age 32, entered the Georgetown Amish School in Nickel Mines, Pennsylvania, a tiny village about 55 miles west of Philadelphia.",,33.0
,TAC2011~!~D1135-A-EFGH~!~22~!~SCU,Determination of asset loss and preservation,Determination of asset loss and preservation,,6.0
,DUC2007-update~!~D0743J-C~!~XIE20000817.0177~!~154,"It is a bitterness that was widely felt after the 7.4-magnitude earthquake destroyed jerry-built apartment buildings, crushing some 17,000 people as they slept.","It is a bitterness that was widely felt after the 7.4-magnitude earthquake destroyed jerry-built apartment buildings, crushing some 17,000 people as they slept.",,25.0
,DUC2007-update~!~D0703A-B~!~XIE19981022.0327~!~43,"Bulgaria has been working to link its currency, the lev, with the proposed European single currency, the euro, in a bid to speed up the country's financial integration into the European economy.","Bulgaria has been working to link its currency, the lev, with the proposed European single currency, the euro, in a bid to speed up the country's financial integration into the European economy.",,32.0
,DUC2007-update~!~D0740I-C~!~XIE19990321.0075~!~160,"After nearly a 20-day voyage, Swiss Bertrand Piccard and British Brian Jones completed their nonstop circumnavigation on a hot-air balloon and landed in southern Egypt smoothly Sunday morning.","After nearly a 20-day voyage, Swiss Bertrand Piccard and British Brian Jones completed their nonstop circumnavigation on a hot-air balloon and landed in southern Egypt smoothly Sunday morning.",,30.0
