qa_uuid,qasrl_id,tokens,verb,question,answer,answer_range,verb_idx
2009~!~D0933-B-ABDF~!~15269~!~0~!~4~!~found~!~10685,2009~!~D0933-B-ABDF~!~15269~!~0,"['The', 'same', '14', 'genes', 'found', 'missing', 'in', 'the', 'brains', 'of', 'schizophrenics', 'were', 'missing', 'in', 'the', 'muscles', 'of', 'diabetics', '.']",found,What was founded?,The same 14 genes,0:3,4
2009~!~D0933-B-ABDF~!~15269~!~0~!~4~!~found~!~10686,2009~!~D0933-B-ABDF~!~15269~!~0,"['The', 'same', '14', 'genes', 'found', 'missing', 'in', 'the', 'brains', 'of', 'schizophrenics', 'were', 'missing', 'in', 'the', 'muscles', 'of', 'diabetics', '.']",found,How was something founded?,missing,5:5,4
2009~!~D0933-B-ABDF~!~15269~!~0~!~4~!~found~!~10687,2009~!~D0933-B-ABDF~!~15269~!~0,"['The', 'same', '14', 'genes', 'found', 'missing', 'in', 'the', 'brains', 'of', 'schizophrenics', 'were', 'missing', 'in', 'the', 'muscles', 'of', 'diabetics', '.']",found,Where was something founded?,in the brains of schizophrenics,6:10,4
2009~!~D0933-B-ABDF~!~15269~!~0~!~5~!~missing~!~10688,2009~!~D0933-B-ABDF~!~15269~!~0,"['The', 'same', '14', 'genes', 'found', 'missing', 'in', 'the', 'brains', 'of', 'schizophrenics', 'were', 'missing', 'in', 'the', 'muscles', 'of', 'diabetics', '.']",missing,What is missing?,The same 14 genes,0:3,5
2009~!~D0933-B-ABDF~!~15269~!~0~!~5~!~missing~!~10689,2009~!~D0933-B-ABDF~!~15269~!~0,"['The', 'same', '14', 'genes', 'found', 'missing', 'in', 'the', 'brains', 'of', 'schizophrenics', 'were', 'missing', 'in', 'the', 'muscles', 'of', 'diabetics', '.']",missing,What was missing?,14 genes,2:3,5
2009~!~D0933-B-ABDF~!~15269~!~0~!~5~!~missing~!~10690,2009~!~D0933-B-ABDF~!~15269~!~0,"['The', 'same', '14', 'genes', 'found', 'missing', 'in', 'the', 'brains', 'of', 'schizophrenics', 'were', 'missing', 'in', 'the', 'muscles', 'of', 'diabetics', '.']",missing,Where was something missing?,in the brains of schizophrenics,6:10,5
2009~!~D0933-B-ABDF~!~15269~!~0~!~5~!~missing~!~10691,2009~!~D0933-B-ABDF~!~15269~!~0,"['The', 'same', '14', 'genes', 'found', 'missing', 'in', 'the', 'brains', 'of', 'schizophrenics', 'were', 'missing', 'in', 'the', 'muscles', 'of', 'diabetics', '.']",missing,What is something missing in?,the brains of schizophrenics,7:10,5
2009~!~D0933-B-ABDF~!~15269~!~0~!~12~!~missing~!~10692,2009~!~D0933-B-ABDF~!~15269~!~0,"['The', 'same', '14', 'genes', 'found', 'missing', 'in', 'the', 'brains', 'of', 'schizophrenics', 'were', 'missing', 'in', 'the', 'muscles', 'of', 'diabetics', '.']",missing,What was missed?,The same 14 genes found missing in the brains of schizophrenics,0:10,12
2009~!~D0933-B-ABDF~!~15269~!~0~!~12~!~missing~!~10693,2009~!~D0933-B-ABDF~!~15269~!~0,"['The', 'same', '14', 'genes', 'found', 'missing', 'in', 'the', 'brains', 'of', 'schizophrenics', 'were', 'missing', 'in', 'the', 'muscles', 'of', 'diabetics', '.']",missing,Where was something missed?,in the muscles of diabetics,13:17,12
2009~!~D0933-B-ABDF~!~15269~!~0~!~12~!~missing~!~10694,2009~!~D0933-B-ABDF~!~15269~!~0,"['The', 'same', '14', 'genes', 'found', 'missing', 'in', 'the', 'brains', 'of', 'schizophrenics', 'were', 'missing', 'in', 'the', 'muscles', 'of', 'diabetics', '.']",missing,What was something missed in?,the muscles of diabetics,14:17,12
2009~!~D0933-B-ABDF~!~15287~!~1~!~3~!~missing~!~10695,2009~!~D0933-B-ABDF~!~15287~!~1,"['Fourteen', 'genes', 'are', 'missing', 'in', 'schizophrenics', ""'"", 'brains', '.']",missing,What is missing?,Fourteen genes,0:1,3
2009~!~D0933-B-ABDF~!~15287~!~1~!~3~!~missing~!~10696,2009~!~D0933-B-ABDF~!~15287~!~1,"['Fourteen', 'genes', 'are', 'missing', 'in', 'schizophrenics', ""'"", 'brains', '.']",missing,Where is something missed?,in schizophrenics ' brains,4:7,3
2009~!~D0933-B-ABDF~!~15287~!~1~!~3~!~missing~!~10697,2009~!~D0933-B-ABDF~!~15287~!~1,"['Fourteen', 'genes', 'are', 'missing', 'in', 'schizophrenics', ""'"", 'brains', '.']",missing,What is something missed in?,schizophrenics ' brains,5:7,3
2009~!~D0933-B-ABDF~!~15291~!~0~!~9~!~revealed~!~10698,2009~!~D0933-B-ABDF~!~15291~!~0,"['Studies', 'of', 'famines', 'years', 'ago', 'in', 'Holland', 'and', 'China', 'revealed', 'that', 'children', 'born', 'of', 'severely', 'malnourished', 'mothers', 'were', 'twice', 'as', 'likely', 'to', 'develop', 'schizophrenia', 'as', 'others', '.']",revealed,What revealed something?,Studies of famines,0:2,9
2009~!~D0933-B-ABDF~!~15291~!~0~!~9~!~revealed~!~10699,2009~!~D0933-B-ABDF~!~15291~!~0,"['Studies', 'of', 'famines', 'years', 'ago', 'in', 'Holland', 'and', 'China', 'revealed', 'that', 'children', 'born', 'of', 'severely', 'malnourished', 'mothers', 'were', 'twice', 'as', 'likely', 'to', 'develop', 'schizophrenia', 'as', 'others', '.']",revealed,Where did something reveal something?,in Holland and China,5:8,9
2009~!~D0933-B-ABDF~!~15291~!~0~!~9~!~revealed~!~10700,2009~!~D0933-B-ABDF~!~15291~!~0,"['Studies', 'of', 'famines', 'years', 'ago', 'in', 'Holland', 'and', 'China', 'revealed', 'that', 'children', 'born', 'of', 'severely', 'malnourished', 'mothers', 'were', 'twice', 'as', 'likely', 'to', 'develop', 'schizophrenia', 'as', 'others', '.']",revealed,What did something reveal?,that children born of severely malnourished mothers were twice as likely to develop schizophrenia as others,10:25,9
2009~!~D0933-B-ABDF~!~15291~!~0~!~12~!~born~!~10701,2009~!~D0933-B-ABDF~!~15291~!~0,"['Studies', 'of', 'famines', 'years', 'ago', 'in', 'Holland', 'and', 'China', 'revealed', 'that', 'children', 'born', 'of', 'severely', 'malnourished', 'mothers', 'were', 'twice', 'as', 'likely', 'to', 'develop', 'schizophrenia', 'as', 'others', '.']",born,Who was bornt of something?,children,11:11,12
2009~!~D0933-B-ABDF~!~15291~!~0~!~12~!~born~!~10702,2009~!~D0933-B-ABDF~!~15291~!~0,"['Studies', 'of', 'famines', 'years', 'ago', 'in', 'Holland', 'and', 'China', 'revealed', 'that', 'children', 'born', 'of', 'severely', 'malnourished', 'mothers', 'were', 'twice', 'as', 'likely', 'to', 'develop', 'schizophrenia', 'as', 'others', '.']",born,What was someone bornt of?,severely malnourished mothers,14:16,12
2009~!~D0933-B-ABDF~!~15291~!~0~!~15~!~malnourished~!~10703,2009~!~D0933-B-ABDF~!~15291~!~0,"['Studies', 'of', 'famines', 'years', 'ago', 'in', 'Holland', 'and', 'China', 'revealed', 'that', 'children', 'born', 'of', 'severely', 'malnourished', 'mothers', 'were', 'twice', 'as', 'likely', 'to', 'develop', 'schizophrenia', 'as', 'others', '.']",malnourished,How was someone malnourished?,severely,14:14,15
2009~!~D0933-B-ABDF~!~15291~!~0~!~15~!~malnourished~!~10704,2009~!~D0933-B-ABDF~!~15291~!~0,"['Studies', 'of', 'famines', 'years', 'ago', 'in', 'Holland', 'and', 'China', 'revealed', 'that', 'children', 'born', 'of', 'severely', 'malnourished', 'mothers', 'were', 'twice', 'as', 'likely', 'to', 'develop', 'schizophrenia', 'as', 'others', '.']",malnourished,Who was malnourished?,mothers,16:16,15
2009~!~D0933-B-ABDF~!~15291~!~0~!~22~!~develop~!~10705,2009~!~D0933-B-ABDF~!~15291~!~0,"['Studies', 'of', 'famines', 'years', 'ago', 'in', 'Holland', 'and', 'China', 'revealed', 'that', 'children', 'born', 'of', 'severely', 'malnourished', 'mothers', 'were', 'twice', 'as', 'likely', 'to', 'develop', 'schizophrenia', 'as', 'others', '.']",develop,Who developed something?,children born of severely malnourished mothers,11:16,22
2009~!~D0933-B-ABDF~!~15291~!~0~!~22~!~develop~!~10706,2009~!~D0933-B-ABDF~!~15291~!~0,"['Studies', 'of', 'famines', 'years', 'ago', 'in', 'Holland', 'and', 'China', 'revealed', 'that', 'children', 'born', 'of', 'severely', 'malnourished', 'mothers', 'were', 'twice', 'as', 'likely', 'to', 'develop', 'schizophrenia', 'as', 'others', '.']",develop,What did someone develop?,schizophrenia,23:23,22
2009~!~D0933-B-ABDF~!~15272~!~0~!~15~!~developing~!~10707,2009~!~D0933-B-ABDF~!~15272~!~0,"['Famine', ',', 'malnutrition', ',', 'or', 'infection', 'of', 'a', 'pregnant', 'woman', 'may', 'cause', 'changes', 'in', 'a', 'developing', 'fetal', 'brain', 'and', 'heavy', 'smoking', 'of', 'marijuana', 'by', 'teenagers', 'may', 'trigger', 'a', 'genetic', 'predisposition', '.']",developing,What is developing?,fetal brain,16:17,15
2009~!~D0933-B-ABDF~!~15272~!~0~!~26~!~trigger~!~10708,2009~!~D0933-B-ABDF~!~15272~!~0,"['Famine', ',', 'malnutrition', ',', 'or', 'infection', 'of', 'a', 'pregnant', 'woman', 'may', 'cause', 'changes', 'in', 'a', 'developing', 'fetal', 'brain', 'and', 'heavy', 'smoking', 'of', 'marijuana', 'by', 'teenagers', 'may', 'trigger', 'a', 'genetic', 'predisposition', '.']",trigger,What might trigger something?,heavy smoking of marijuana by teenagers,19:24,26
2009~!~D0933-B-ABDF~!~15272~!~0~!~26~!~trigger~!~10709,2009~!~D0933-B-ABDF~!~15272~!~0,"['Famine', ',', 'malnutrition', ',', 'or', 'infection', 'of', 'a', 'pregnant', 'woman', 'may', 'cause', 'changes', 'in', 'a', 'developing', 'fetal', 'brain', 'and', 'heavy', 'smoking', 'of', 'marijuana', 'by', 'teenagers', 'may', 'trigger', 'a', 'genetic', 'predisposition', '.']",trigger,What might something trigger?,a genetic predisposition,27:29,26
2009~!~D0933-B-ABDF~!~15268~!~0~!~4~!~malnourished~!~10710,2009~!~D0933-B-ABDF~!~15268~!~0,"['Evidence', 'that', 'children', 'from', 'malnourished', 'women', 'are', 'more', 'likely', 'to', 'develop', 'schizophrenia', 'supports', 'the', 'theory', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', '.']",malnourished,Who is malnourished?,women,5:5,4
2009~!~D0933-B-ABDF~!~15268~!~0~!~10~!~develop~!~10711,2009~!~D0933-B-ABDF~!~15268~!~0,"['Evidence', 'that', 'children', 'from', 'malnourished', 'women', 'are', 'more', 'likely', 'to', 'develop', 'schizophrenia', 'supports', 'the', 'theory', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', '.']",develop,Who develops something?,children from malnourished women,2:5,10
2009~!~D0933-B-ABDF~!~15268~!~0~!~10~!~develop~!~10712,2009~!~D0933-B-ABDF~!~15268~!~0,"['Evidence', 'that', 'children', 'from', 'malnourished', 'women', 'are', 'more', 'likely', 'to', 'develop', 'schizophrenia', 'supports', 'the', 'theory', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', '.']",develop,What is being developed?,schizophrenia,11:11,10
2009~!~D0933-B-ABDF~!~15268~!~0~!~12~!~supports~!~10713,2009~!~D0933-B-ABDF~!~15268~!~0,"['Evidence', 'that', 'children', 'from', 'malnourished', 'women', 'are', 'more', 'likely', 'to', 'develop', 'schizophrenia', 'supports', 'the', 'theory', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', '.']",supports,What supports something?,Evidence,0:0,12
2009~!~D0933-B-ABDF~!~15268~!~0~!~12~!~supports~!~10714,2009~!~D0933-B-ABDF~!~15268~!~0,"['Evidence', 'that', 'children', 'from', 'malnourished', 'women', 'are', 'more', 'likely', 'to', 'develop', 'schizophrenia', 'supports', 'the', 'theory', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', '.']",supports,What does something support?,the theory,13:14,12
2009~!~D0933-B-ABDF~!~15268~!~0~!~18~!~caused~!~10715,2009~!~D0933-B-ABDF~!~15268~!~0,"['Evidence', 'that', 'children', 'from', 'malnourished', 'women', 'are', 'more', 'likely', 'to', 'develop', 'schizophrenia', 'supports', 'the', 'theory', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', '.']",caused,What is caused by something?,schizophrenia,16:16,18
2009~!~D0933-B-ABDF~!~15268~!~0~!~18~!~caused~!~10716,2009~!~D0933-B-ABDF~!~15268~!~0,"['Evidence', 'that', 'children', 'from', 'malnourished', 'women', 'are', 'more', 'likely', 'to', 'develop', 'schizophrenia', 'supports', 'the', 'theory', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', '.']",caused,How is something caused?,by a genetic predisposition influenced by environmental triggers,19:26,18
2009~!~D0933-B-ABDF~!~15268~!~0~!~18~!~caused~!~10717,2009~!~D0933-B-ABDF~!~15268~!~0,"['Evidence', 'that', 'children', 'from', 'malnourished', 'women', 'are', 'more', 'likely', 'to', 'develop', 'schizophrenia', 'supports', 'the', 'theory', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', '.']",caused,What is something caused by?,a genetic predisposition influenced by environmental triggers,20:26,18
2009~!~D0933-B-ABDF~!~15268~!~0~!~23~!~influenced~!~10718,2009~!~D0933-B-ABDF~!~15268~!~0,"['Evidence', 'that', 'children', 'from', 'malnourished', 'women', 'are', 'more', 'likely', 'to', 'develop', 'schizophrenia', 'supports', 'the', 'theory', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', '.']",influenced,What is influenced?,a genetic predisposition,20:22,23
2009~!~D0933-B-ABDF~!~15268~!~0~!~23~!~influenced~!~10719,2009~!~D0933-B-ABDF~!~15268~!~0,"['Evidence', 'that', 'children', 'from', 'malnourished', 'women', 'are', 'more', 'likely', 'to', 'develop', 'schizophrenia', 'supports', 'the', 'theory', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', '.']",influenced,What is something influenced by?,environmental triggers,25:26,23
2009~!~D0933-B-ABDF~!~15275~!~2~!~1~!~shows~!~10720,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",shows,What shows something?,Research,0:0,1
2009~!~D0933-B-ABDF~!~15275~!~2~!~1~!~shows~!~10721,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",shows,What does something show?,that schizophrenia is caused by a genetic predisposition influenced by environmental triggers,2:13,1
2009~!~D0933-B-ABDF~!~15275~!~2~!~5~!~caused~!~10722,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",caused,What is caused by something?,schizophrenia,3:3,5
2009~!~D0933-B-ABDF~!~15275~!~2~!~5~!~caused~!~10723,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",caused,How is something caused?,by a genetic predisposition influenced by environmental triggers,6:13,5
2009~!~D0933-B-ABDF~!~15275~!~2~!~5~!~caused~!~10724,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",caused,What is something caused by?,a genetic predisposition,7:9,5
2009~!~D0933-B-ABDF~!~15275~!~2~!~10~!~influenced~!~10725,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",influenced,What is influenced?,a genetic predisposition,7:9,10
2009~!~D0933-B-ABDF~!~15275~!~2~!~10~!~influenced~!~10726,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",influenced,What is something influenced by?,environmental triggers,12:13,10
2009~!~D0933-B-ABDF~!~15275~!~2~!~15~!~including~!~10727,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",including,What includes something?,environmental triggers,12:13,15
2009~!~D0933-B-ABDF~!~15275~!~2~!~15~!~including~!~10728,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",including,What does something include?,infection,16:16,15
2009~!~D0933-B-ABDF~!~15275~!~2~!~23~!~disturb~!~10729,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",disturb,What disturbs something?,environmental triggers,12:13,23
2009~!~D0933-B-ABDF~!~15275~!~2~!~23~!~disturb~!~10730,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",disturb,What does something disturb?,the developing fetal brain,24:27,23
2009~!~D0933-B-ABDF~!~15275~!~2~!~25~!~developing~!~10731,2009~!~D0933-B-ABDF~!~15275~!~2,"['Research', 'shows', 'that', 'schizophrenia', 'is', 'caused', 'by', 'a', 'genetic', 'predisposition', 'influenced', 'by', 'environmental', 'triggers', ',', 'including', 'infection', 'and', 'severe', 'maternal', 'malnutrition', ',', 'that', 'disturb', 'the', 'developing', 'fetal', 'brain', '.']",developing,What is developing?,fetal brain,26:27,25
2008~!~D0808-A-BEGH~!~15332~!~0~!~9~!~left~!~10732,2008~!~D0808-A-BEGH~!~15332~!~0,"['About', '15,000', 'of', 'Iraqi', 'nearly', '1', 'million', 'Christians', 'have', 'left', 'the', 'country', 'since', 'August', '2004', '.']",left,Who has left somewhere?,"About 15,000 of Iraqi nearly 1 million Christians",0:7,9
2008~!~D0808-A-BEGH~!~15332~!~0~!~9~!~left~!~10733,2008~!~D0808-A-BEGH~!~15332~!~0,"['About', '15,000', 'of', 'Iraqi', 'nearly', '1', 'million', 'Christians', 'have', 'left', 'the', 'country', 'since', 'August', '2004', '.']",left,Where has someone left?,the country,10:11,9
2008~!~D0808-A-BEGH~!~15332~!~0~!~9~!~left~!~10734,2008~!~D0808-A-BEGH~!~15332~!~0,"['About', '15,000', 'of', 'Iraqi', 'nearly', '1', 'million', 'Christians', 'have', 'left', 'the', 'country', 'since', 'August', '2004', '.']",left,When has someone left somewhere?,since August 2004,12:14,9
2008~!~D0808-A-BEGH~!~15337~!~1~!~4~!~left~!~10735,2008~!~D0808-A-BEGH~!~15337~!~1,"['Fifteen', 'thousand', 'Christians', 'have', 'left', 'Iraq', '.']",left,Who has left somewhere?,Fifteen thousand Christians,0:2,4
2008~!~D0808-A-BEGH~!~15337~!~1~!~4~!~left~!~10736,2008~!~D0808-A-BEGH~!~15337~!~1,"['Fifteen', 'thousand', 'Christians', 'have', 'left', 'Iraq', '.']",left,Where has someone left?,Iraq,5:5,4
2008~!~D0808-A-BEGH~!~15337~!~2~!~10~!~blown~!~10737,2008~!~D0808-A-BEGH~!~15337~!~2,"['In', 'August', '2004', 'five', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'were', 'blown', 'up', 'and', 'in', 'the', 'following', 'two', 'months', 'it', 'is', 'estimated', 'that', '15,000', 'Christians', 'left', 'for', 'Syria', 'and', 'Jordan', '.']",blown,When was something blown up?,In August 2004,0:2,10
2008~!~D0808-A-BEGH~!~15337~!~2~!~10~!~blown~!~10738,2008~!~D0808-A-BEGH~!~15337~!~2,"['In', 'August', '2004', 'five', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'were', 'blown', 'up', 'and', 'in', 'the', 'following', 'two', 'months', 'it', 'is', 'estimated', 'that', '15,000', 'Christians', 'left', 'for', 'Syria', 'and', 'Jordan', '.']",blown,What was blown?,five churches,3:4,10
2008~!~D0808-A-BEGH~!~15337~!~2~!~10~!~blown~!~10739,2008~!~D0808-A-BEGH~!~15337~!~2,"['In', 'August', '2004', 'five', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'were', 'blown', 'up', 'and', 'in', 'the', 'following', 'two', 'months', 'it', 'is', 'estimated', 'that', '15,000', 'Christians', 'left', 'for', 'Syria', 'and', 'Jordan', '.']",blown,Where was something blown?,in Baghdad and Mosul,5:8,10
2008~!~D0808-A-BEGH~!~15337~!~2~!~20~!~estimated~!~10740,2008~!~D0808-A-BEGH~!~15337~!~2,"['In', 'August', '2004', 'five', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'were', 'blown', 'up', 'and', 'in', 'the', 'following', 'two', 'months', 'it', 'is', 'estimated', 'that', '15,000', 'Christians', 'left', 'for', 'Syria', 'and', 'Jordan', '.']",estimated,When was something estimated?,In August 2004,0:2,20
2008~!~D0808-A-BEGH~!~15337~!~2~!~20~!~estimated~!~10741,2008~!~D0808-A-BEGH~!~15337~!~2,"['In', 'August', '2004', 'five', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'were', 'blown', 'up', 'and', 'in', 'the', 'following', 'two', 'months', 'it', 'is', 'estimated', 'that', '15,000', 'Christians', 'left', 'for', 'Syria', 'and', 'Jordan', '.']",estimated,What is estimated?,it,18:18,20
2008~!~D0808-A-BEGH~!~15337~!~2~!~24~!~left~!~10742,2008~!~D0808-A-BEGH~!~15337~!~2,"['In', 'August', '2004', 'five', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'were', 'blown', 'up', 'and', 'in', 'the', 'following', 'two', 'months', 'it', 'is', 'estimated', 'that', '15,000', 'Christians', 'left', 'for', 'Syria', 'and', 'Jordan', '.']",left,When did someone leave?,In August 2004,0:2,24
2008~!~D0808-A-BEGH~!~15337~!~2~!~24~!~left~!~10743,2008~!~D0808-A-BEGH~!~15337~!~2,"['In', 'August', '2004', 'five', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'were', 'blown', 'up', 'and', 'in', 'the', 'following', 'two', 'months', 'it', 'is', 'estimated', 'that', '15,000', 'Christians', 'left', 'for', 'Syria', 'and', 'Jordan', '.']",left,Who left?,"15,000 Christians",22:23,24
2008~!~D0808-A-BEGH~!~15337~!~2~!~24~!~left~!~10744,2008~!~D0808-A-BEGH~!~15337~!~2,"['In', 'August', '2004', 'five', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'were', 'blown', 'up', 'and', 'in', 'the', 'following', 'two', 'months', 'it', 'is', 'estimated', 'that', '15,000', 'Christians', 'left', 'for', 'Syria', 'and', 'Jordan', '.']",left,Where did someone leave for something?,Syria and Jordan,26:28,24
2008~!~D0808-A-BEGH~!~15333~!~0~!~1~!~constitute~!~10745,2008~!~D0808-A-BEGH~!~15333~!~0,"['Christians', 'constitute', 'about', 'three', 'percent', 'of', 'Iraq', ""'s"", 'population', 'of', '25', 'million', '.']",constitute,Who constitutes something?,Christians,0:0,1
2008~!~D0808-A-BEGH~!~15333~!~0~!~1~!~constitute~!~10746,2008~!~D0808-A-BEGH~!~15333~!~0,"['Christians', 'constitute', 'about', 'three', 'percent', 'of', 'Iraq', ""'s"", 'population', 'of', '25', 'million', '.']",constitute,What does someone constitute?,about three percent of Iraq 's population of 25 million,2:11,1
2008~!~D0808-A-BEGH~!~15338~!~1~!~4~!~represented~!~10747,2008~!~D0808-A-BEGH~!~15338~!~1,"['Modern', 'day', 'Christians', 'have', 'represented', 'three', 'percent', 'of', 'Iraq', ""'s"", 'population', '.']",represented,Who has represented something?,Modern day Christians,0:2,4
2008~!~D0808-A-BEGH~!~15338~!~1~!~4~!~represented~!~10748,2008~!~D0808-A-BEGH~!~15338~!~1,"['Modern', 'day', 'Christians', 'have', 'represented', 'three', 'percent', 'of', 'Iraq', ""'s"", 'population', '.']",represented,What has someone represented?,three percent of Iraq 's population,5:10,4
2008~!~D0808-A-BEGH~!~15338~!~2~!~1~!~make~!~10749,2008~!~D0808-A-BEGH~!~15338~!~2,"['Christians', 'make', 'up', 'about', 'three', 'percent', 'of', 'Iraq', ""'s"", 'population', '.']",make,Who makes up something?,Christians,0:0,1
2008~!~D0808-A-BEGH~!~15338~!~2~!~1~!~make~!~10750,2008~!~D0808-A-BEGH~!~15338~!~2,"['Christians', 'make', 'up', 'about', 'three', 'percent', 'of', 'Iraq', ""'s"", 'population', '.']",make,What does someone make up?,about three percent of Iraq 's population,3:9,1
2008~!~D0808-A-BEGH~!~15339~!~0~!~1~!~abducted~!~10751,2008~!~D0808-A-BEGH~!~15339~!~0,"['Insurgents', 'abducted', 'a', 'Syrian', 'Catholic', 'Archbishop', 'apparently', 'to', 'frighten', 'Iraqi', 'Christians', 'in', 'upcoming', 'elections', '.']",abducted,Who abducted someone?,Insurgents,0:0,1
2008~!~D0808-A-BEGH~!~15339~!~0~!~1~!~abducted~!~10752,2008~!~D0808-A-BEGH~!~15339~!~0,"['Insurgents', 'abducted', 'a', 'Syrian', 'Catholic', 'Archbishop', 'apparently', 'to', 'frighten', 'Iraqi', 'Christians', 'in', 'upcoming', 'elections', '.']",abducted,Who did someone abduct?,a Syrian Catholic Archbishop,2:5,1
